Molcode   Qmax   Concentration   Correlations 
Thiophene_RDimethylacetamide_R  7.440  0.5  0.08794 -0.09192 -0.02720 0.00547 0.00414 0.00014 -0.00045 -0.00010 0.00003 0.00002 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000
Thiophene_RDimethylacetamide_R  6.836  0.5  -0.02692 -0.11351 0.00891 0.01216 -0.00162 -0.00127 0.00025 0.00013 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
Thiophene_RDimethylacetamide_R  7.034  0.5  0.04228 -0.45180 -0.06573 0.22918 0.05643 -0.11402 -0.04045 0.05553 0.02646 -0.02639 -0.01634 0.01218 0.00970 -0.00541 -0.00558 0.00228 0.00313 -0.00089 -0.00172 0.00030
Thiophene_RDimethylacetamide_R  7.391  0.5  -0.08887 -0.09927 0.02856 0.00653 -0.00456 0.00006 0.00053 -0.00010 -0.00004 0.00002 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
Thiophene_RDimethylacetamide_R  7.323  0.5  0.12077 -0.42423 -0.21316 0.19525 0.19636 -0.05793 -0.14127 -0.00978 0.08491 0.03369 -0.04199 -0.03465 0.01492 0.02646 -0.00071 -0.01673 -0.00499 0.00881 0.00598 -0.00355
DimethylacetamideDimethylacetamide_R  6.346  0.5  -0.10938 -0.36772 0.08267 0.08310 -0.03370 -0.01656 0.01118 0.00264 -0.00329 -0.00020 0.00088 -0.00008 -0.00022 0.00005 0.00005 -0.00002 -0.00001 0.00001 0.00000 -0.00000
DimethylacetamideDimethylacetamide_R  6.074  0.5  -0.02131 -0.24624 0.01683 0.06421 -0.00736 -0.01661 0.00270 0.00426 -0.00091 -0.00108 0.00029 0.00027 -0.00009 -0.00007 0.00003 0.00002 -0.00001 -0.00000 0.00000 0.00000
DimethylacetamideDimethylacetamide_R  7.628  0.5  -0.19581 -0.13461 0.08406 -0.00493 -0.01381 0.00582 0.00049 -0.00125 0.00035 0.00011 -0.00010 0.00002 0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
DimethylacetamideDimethylacetamide_R  7.127  0.5  0.04796 -0.12493 -0.02212 0.01720 0.00550 -0.00208 -0.00111 0.00020 0.00020 -0.00001 -0.00003 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
DimethylacetamideDimethylacetamide_R  7.745  0.5  0.07510 -0.07544 -0.02915 0.00424 0.00534 0.00065 -0.00064 -0.00025 0.00004 0.00005 0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
DimethylacetamideDimethylacetamide_R  7.232  0.5  0.22285 -0.34491 -0.21296 0.04549 0.09542 0.01962 -0.02754 -0.01767 0.00338 0.00777 0.00172 -0.00220 -0.00146 0.00025 0.00063 0.00015 -0.00017 -0.00012 0.00002 0.00005
DimethylacetamideDimethylacetamide_R  7.887  0.5  0.04781 -0.21449 -0.05129 0.07039 0.02985 -0.02105 -0.01424 0.00546 0.00607 -0.00104 -0.00238 0.00000 0.00087 0.00014 -0.00030 -0.00010 0.00009 0.00005 -0.00003 -0.00002
DimethylacetamideDimethylacetamide_R  7.912  0.5  -0.04813 -0.23457 0.04877 0.07402 -0.02695 -0.02177 0.01226 0.00581 -0.00502 -0.00131 0.00191 0.00019 -0.00068 0.00003 0.00023 -0.00004 -0.00007 0.00002 0.00002 -0.00001
DimethylacetamideDimethylacetamide_R  7.810  0.5  -0.01734 -0.51463 0.02714 0.26774 -0.02358 -0.13896 0.01719 0.07195 -0.01151 -0.03716 0.00731 0.01915 -0.00449 -0.00984 0.00269 0.00504 -0.00158 -0.00258 0.00092 0.00131
DimethylacetamideDimethylacetamide_R  6.573  0.5  -0.31566 -0.40092 0.28162 0.02424 -0.11066 0.03801 0.02344 -0.02344 0.00152 0.00772 -0.00380 -0.00115 0.00184 -0.00037 -0.00050 0.00034 0.00003 -0.00014 0.00005 0.00003
DimethylacetamideDimethylacetamide_R  6.942  0.5  -0.12931 -0.59484 0.21593 0.29095 -0.19349 -0.12141 0.14023 0.03651 -0.08939 0.00026 0.05138 -0.01237 -0.02663 0.01345 0.01212 -0.01063 -0.00445 0.00717 0.00085 -0.00433
DimethylacetamideDimethylacetamide_R  7.345  0.5  0.13593 -0.49966 -0.19207 0.19767 0.14401 -0.06115 -0.08617 0.00849 0.04452 0.00698 -0.02015 -0.00848 0.00779 0.00612 -0.00230 -0.00359 0.00023 0.00182 0.00034 -0.00081
DimethylacetamideDimethylacetamide_R  7.429  0.5  0.17179 -0.19651 -0.10954 0.01221 0.03159 0.00763 -0.00534 -0.00372 0.00008 0.00096 0.00030 -0.00014 -0.00012 -0.00001 0.00003 0.00001 -0.00000 -0.00000 -0.00000 0.00000
DimethylacetamideDimethylacetamide_R  7.308  0.5  0.14299 -0.13454 -0.09929 -0.00310 0.02770 0.01274 -0.00265 -0.00486 -0.00130 0.00086 0.00075 0.00007 -0.00019 -0.00010 0.00001 0.00003 0.00001 -0.00001 -0.00001 -0.00000
CaTiO3CaMnO3  7.862  0.5  0.10636 -0.11347 -0.04872 0.00709 0.01045 0.00152 -0.00144 -0.00065 0.00008 0.00014 0.00002 -0.00002 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaMnO3  6.334  0.5  0.03672 -0.70259 -0.05395 0.34188 0.04395 -0.16545 -0.03002 0.07962 0.01880 -0.03810 -0.01117 0.01812 0.00641 -0.00856 -0.00358 0.00402 0.00196 -0.00187 -0.00106 0.00086
CaTiO3CaMnO3  7.482  0.5  0.31801 -0.27234 -0.20477 -0.01275 0.05107 0.02545 -0.00317 -0.00839 -0.00273 0.00114 0.00124 0.00022 -0.00025 -0.00017 -0.00000 0.00005 0.00002 -0.00000 -0.00001 -0.00000
CaTiO3CaMnO3  6.108  0.5  -0.16797 -0.13879 0.08559 -0.00120 -0.01779 0.00664 0.00140 -0.00192 0.00039 0.00027 -0.00018 0.00001 0.00004 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
CaTiO3CaMnO3  7.845  0.5  -0.14168 -0.20483 0.11098 0.02395 -0.04117 0.00665 0.01006 -0.00536 -0.00121 0.00201 -0.00031 -0.00049 0.00026 0.00006 -0.00010 0.00001 0.00002 -0.00001 -0.00000 0.00000
CaTiO3CaMnO3  6.244  0.5  0.28280 -0.17287 -0.12160 -0.01367 0.01821 0.00969 0.00023 -0.00178 -0.00074 0.00006 0.00017 0.00005 -0.00001 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaMnO3  7.175  0.5  -0.03097 -0.16177 0.01569 0.02653 -0.00438 -0.00423 0.00102 0.00066 -0.00022 -0.00010 0.00004 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaMnO3  6.490  0.5  -0.07719 -0.35535 0.10366 0.14355 -0.07521 -0.05160 0.04449 0.01520 -0.02338 -0.00251 0.01123 -0.00100 -0.00497 0.00141 0.00202 -0.00104 -0.00073 0.00062 0.00022 -0.00033
CaTiO3CaMnO3  6.632  0.5  0.17729 -0.18468 -0.07957 0.01088 0.01665 0.00253 -0.00221 -0.00102 0.00011 0.00021 0.00004 -0.00003 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaMnO3  6.458  0.5  -0.07118 -0.19071 0.05778 0.04268 -0.02479 -0.00721 0.00845 0.00038 -0.00247 0.00038 0.00063 -0.00023 -0.00013 0.00009 0.00002 -0.00003 0.00000 0.00001 -0.00000 -0.00000
CaTiO3CaMnO3  7.994  0.5  0.23274 -0.46533 -0.25466 0.10033 0.13760 0.00690 -0.05327 -0.02117 0.01424 0.01347 -0.00111 -0.00583 -0.00156 0.00182 0.00126 -0.00030 -0.00061 -0.00009 0.00022 0.00011
CaTiO3CaMnO3  7.591  0.5  -0.20387 -0.27326 0.19070 0.02105 -0.07959 0.02571 0.01869 -0.01741 0.00040 0.00629 -0.00280 -0.00116 0.00152 -0.00021 -0.00048 0.00028 0.00006 -0.00013 0.00003 0.00003
CaTiO3CaMnO3  6.449  0.5  -0.19534 -0.64152 0.36567 0.29504 -0.35263 -0.06811 0.26077 -0.04999 -0.15607 0.09061 0.07117 -0.08667 -0.01584 0.06376 -0.01277 -0.03796 0.02245 0.01716 -0.02130 -0.00367
CaTiO3CaMnO3  7.927  0.5  0.07397 -0.07443 -0.02071 0.00408 0.00286 0.00008 -0.00028 -0.00006 0.00002 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaMoO3  6.025  0.5  -0.29461 -0.54197 0.45254 0.09379 -0.31867 0.10625 0.13660 -0.13321 -0.01388 0.08681 -0.03593 -0.03365 0.03866 0.00044 -0.02337 0.01164 0.00805 -0.01107 0.00082 0.00621
CaTiO3CaMoO3  6.385  0.5  -0.06484 -0.20845 0.02920 0.02919 -0.00717 -0.00380 0.00145 0.00045 -0.00026 -0.00004 0.00004 0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CaTiO3CaMoO3  6.771  0.5  0.27831 -0.73422 -0.47362 0.26374 0.40291 0.00045 -0.25083 -0.10285 0.11421 0.11077 -0.02585 -0.07958 -0.01644 0.04286 0.02777 -0.01535 -0.02357 -0.00008 0.01465 0.00604
CaTiO3CaMoO3  6.572  0.5  0.09787 -0.09028 -0.04362 0.00326 0.00866 0.00195 -0.00096 -0.00063 -0.00001 0.00011 0.00003 -0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
CaTiO3CaMoO3  6.332  0.5  0.16735 -0.10973 -0.04690 0.00074 0.00556 0.00132 -0.00030 -0.00023 -0.00002 0.00002 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
CaTiO3CaMoO3  6.824  0.5  0.12638 -0.55298 -0.15540 0.20424 0.10320 -0.06697 -0.05585 0.01789 0.02683 -0.00258 -0.01178 -0.00109 0.00476 0.00134 -0.00176 -0.00089 0.00058 0.00048 -0.00015 -0.00023
CaTiO3CaMoO3  7.981  0.5  0.18657 -0.06950 -0.04910 -0.00848 0.00337 0.00231 0.00038 -0.00016 -0.00011 -0.00002 0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
CaTiO3CaMoO3  6.144  0.5  0.02041 -0.47884 -0.02889 0.22508 0.02270 -0.10543 -0.01496 0.04921 0.00905 -0.02289 -0.00520 0.01061 0.00288 -0.00490 -0.00156 0.00225 0.00083 -0.00103 -0.00043 0.00047
CaTiO3CaMoO3  6.793  0.5  0.36074 -0.14522 -0.16306 -0.05010 0.01323 0.01902 0.00674 -0.00107 -0.00219 -0.00088 0.00007 0.00025 0.00011 -0.00000 -0.00003 -0.00001 -0.00000 0.00000 0.00000 0.00000
CaTiO3CaMoO3  7.241  0.5  0.16218 -0.17480 -0.06167 0.01140 0.01132 0.00086 -0.00143 -0.00044 0.00011 0.00009 0.00000 -0.00001 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaMoO3  7.083  0.5  -0.10976 -0.07219 0.04108 -0.00182 -0.00598 0.00224 0.00023 -0.00043 0.00010 0.00004 -0.00003 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
CaTiO3CaMoO3  7.010  0.5  0.27230 -0.24824 -0.32274 -0.08558 0.11978 0.13032 0.02372 -0.05586 -0.05180 -0.00485 0.02537 0.02024 -0.00007 -0.01127 -0.00776 0.00088 0.00491 0.00291 -0.00071 -0.00211
CaTiO3CaMoO3  7.341  0.5  -0.09405 -0.13809 0.03580 0.01284 -0.00701 -0.00058 0.00105 -0.00010 -0.00013 0.00003 0.00001 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaMoO3  6.390  0.5  -0.18809 -0.32407 0.14207 0.05049 -0.05342 0.00081 0.01460 -0.00427 -0.00286 0.00198 0.00025 -0.00062 0.00010 0.00014 -0.00007 -0.00002 0.00002 -0.00000 -0.00001 0.00000
CaTiO3CaZrO3  7.935  0.5  -0.04222 -0.64599 0.07950 0.40039 -0.08286 -0.24542 0.07229 0.14866 -0.05771 -0.08892 0.04363 0.05243 -0.03178 -0.03042 0.02251 0.01732 -0.01560 -0.00963 0.01061 0.00520
CaTiO3CaZrO3  7.491  0.5  0.40548 -0.48243 -0.54553 -0.06669 0.27634 0.21567 -0.02369 -0.14125 -0.07646 0.03371 0.06626 0.02265 -0.02426 -0.02876 -0.00420 0.01413 0.01149 -0.00092 -0.00730 -0.00413
CaTiO3CaZrO3  7.667  0.5  -0.08776 -0.13779 0.03519 0.01387 -0.00730 -0.00078 0.00117 -0.00008 -0.00015 0.00004 0.00002 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaZrO3  6.917  0.5  0.03553 -0.12080 -0.01183 0.01281 0.00216 -0.00130 -0.00033 0.00012 0.00004 -0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaZrO3  6.451  0.5  0.13389 -0.03680 -0.02358 -0.00398 0.00091 0.00064 0.00012 -0.00002 -0.00002 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
CaTiO3CaZrO3  6.060  0.5  0.35987 -0.19475 -0.31157 -0.13760 0.04488 0.09741 0.05051 -0.00853 -0.02992 -0.01798 0.00081 0.00902 0.00624 0.00036 -0.00266 -0.00212 -0.00031 0.00076 0.00071 0.00016
CaTiO3CaZrO3  7.826  0.5  0.34917 -0.19864 -0.17802 -0.03514 0.02682 0.02112 0.00338 -0.00355 -0.00249 -0.00030 0.00046 0.00029 0.00002 -0.00006 -0.00003 -0.00000 0.00001 0.00000 -0.00000 -0.00000
CaTiO3CaZrO3  7.951  0.5  0.01315 -0.16296 -0.00483 0.01989 0.00099 -0.00242 -0.00017 0.00029 0.00003 -0.00004 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
CaTiO3CaZrO3  7.074  0.5  0.18972 -0.08743 -0.07560 -0.01590 0.00791 0.00659 0.00133 -0.00071 -0.00057 -0.00011 0.00006 0.00005 0.00001 -0.00001 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
CaTiO3CaZrO3  6.619  0.5  -0.00973 -0.47811 0.01889 0.30885 -0.02035 -0.19929 0.01842 0.12846 -0.01530 -0.08271 0.01208 0.05320 -0.00921 -0.03418 0.00686 0.02193 -0.00502 -0.01406 0.00362 0.00900
CaTiO3CaZrO3  7.693  0.5  -0.19503 -0.31363 0.13754 0.04369 -0.04792 0.00187 0.01197 -0.00380 -0.00207 0.00156 0.00011 -0.00044 0.00009 0.00009 -0.00005 -0.00001 0.00002 -0.00000 -0.00000 0.00000
CaTiO3CaZrO3  6.236  0.5  0.26260 -0.60049 -0.41060 0.17366 0.31369 0.03341 -0.16840 -0.09171 0.05875 0.07863 -0.00049 -0.04602 -0.01945 0.01846 0.01925 -0.00249 -0.01229 -0.00382 0.00552 0.00459
CaTiO3CaZrO3  7.731  0.5  -0.09348 -0.56972 0.15668 0.29612 -0.14302 -0.14274 0.10739 0.06182 -0.07240 -0.02208 0.04525 0.00436 -0.02657 0.00234 0.01471 -0.00400 -0.00766 0.00367 0.00369 -0.00276
CaTiO3CaZrO3  7.659  0.5  -0.04881 -0.08094 0.01378 0.00642 -0.00207 -0.00040 0.00025 0.00001 -0.00003 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaVacOH  7.651  0.5  -0.15623 -0.46127 0.25147 0.17836 -0.20754 -0.03040 0.13044 -0.02806 -0.06549 0.03910 0.02414 -0.03101 -0.00309 0.01898 -0.00485 -0.00926 0.00604 0.00324 -0.00462 -0.00025
CaTiO3CaVacOH  7.498  0.5  0.19998 -0.23737 -0.17439 0.00797 0.06524 0.02564 -0.01192 -0.01428 -0.00201 0.00418 0.00254 -0.00037 -0.00106 -0.00033 0.00023 0.00022 0.00001 -0.00007 -0.00004 0.00001
CaTiO3CaVacOH  7.066  0.5  -0.41039 -0.68292 0.63133 0.07005 -0.42735 0.19394 0.15540 -0.20553 0.01838 0.11628 -0.07581 -0.02950 0.06301 -0.01680 -0.02946 0.02668 0.00333 -0.01826 0.00808 0.00676
CaTiO3CaVacOH  6.966  0.5  -0.00529 -0.30818 0.00731 0.14202 -0.00562 -0.06541 0.00363 0.03011 -0.00215 -0.01385 0.00121 0.00637 -0.00066 -0.00293 0.00035 0.00134 -0.00018 -0.00062 0.00009 0.00028
CaTiO3CaVacOH  7.423  0.5  -0.11840 -0.10497 0.03276 0.00465 -0.00433 0.00035 0.00039 -0.00011 -0.00002 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
CaTiO3CaVacOH  6.905  0.5  -0.24451 -0.25309 0.14270 0.01056 -0.03680 0.01001 0.00518 -0.00409 0.00018 0.00089 -0.00034 -0.00009 0.00011 -0.00002 -0.00002 0.00001 0.00000 -0.00000 0.00000 0.00000
CaTiO3CaVacOH  6.595  0.5  0.05890 -0.10824 -0.02403 0.01200 0.00517 -0.00097 -0.00088 0.00001 0.00013 0.00002 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CaTiO3CaVacOH  6.167  0.5  0.22747 -0.07336 -0.05455 -0.01064 0.00289 0.00236 0.00049 -0.00011 -0.00010 -0.00002 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
CaTiO3CaVacOH  6.206  0.5  -0.05125 -0.16131 0.02214 0.02166 -0.00521 -0.00271 0.00101 0.00031 -0.00018 -0.00003 0.00003 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CaTiO3CaVacOH  7.479  0.5  0.21601 -0.07147 -0.05812 -0.01261 0.00324 0.00303 0.00073 -0.00014 -0.00016 -0.00004 0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
CaTiO3CaVacOH  7.553  0.5  0.12834 -0.21861 -0.08695 0.03205 0.02958 -0.00045 -0.00742 -0.00177 0.00139 0.00079 -0.00014 -0.00023 -0.00002 0.00005 0.00002 -0.00001 -0.00001 0.00000 0.00000 0.00000
CaTiO3CaVacOH  6.561  0.5  0.18379 -0.16972 -0.08112 0.00627 0.01600 0.00352 -0.00178 -0.00113 -0.00001 0.00019 0.00006 -0.00002 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
CaTiO3CaVacOH  6.625  0.5  -0.02429 -0.35658 0.02944 0.14284 -0.01978 -0.05678 0.01114 0.02239 -0.00574 -0.00876 0.00281 0.00339 -0.00132 -0.00130 0.00061 0.00049 -0.00027 -0.00019 0.00012 0.00007
CaTiO3CaVacOH  6.503  0.5  -0.08001 -0.14506 0.03943 0.01840 -0.01011 -0.00144 0.00202 -0.00010 -0.00033 0.00008 0.00004 -0.00002 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaCuO_SQ  6.568  0.5  0.12795 -0.08754 -0.04445 -0.00046 0.00631 0.00193 -0.00034 -0.00038 -0.00006 0.00004 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CaTiO3CaCuO_SQ  7.273  0.5  -0.03800 -0.11706 0.01948 0.01834 -0.00542 -0.00261 0.00123 0.00032 -0.00025 -0.00003 0.00005 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CaTiO3CaCuO_SQ  6.983  0.5  -0.12043 -0.17832 0.04864 0.01732 -0.01008 -0.00075 0.00159 -0.00017 -0.00020 0.00006 0.00002 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaCuO_SQ  6.972  0.5  -0.27903 -0.48136 0.46015 0.05343 -0.33407 0.15642 0.13055 -0.17804 0.01606 0.10819 -0.07265 -0.02966 0.06492 -0.01769 -0.03266 0.03040 0.00410 -0.02240 0.01015 0.00895
CaTiO3CaCuO_SQ  6.823  0.5  -0.02908 -0.07590 0.00903 0.00730 -0.00153 -0.00065 0.00021 0.00005 -0.00003 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CaTiO3CaCuO_SQ  7.954  0.5  0.25371 -0.35697 -0.25003 0.03260 0.11097 0.03442 -0.02851 -0.02547 0.00027 0.01001 0.00414 -0.00213 -0.00251 -0.00024 0.00088 0.00046 -0.00014 -0.00024 -0.00005 0.00007
CaTiO3CaCuO_SQ  7.440  0.5  0.19737 -0.29422 -0.13045 0.03611 0.04215 0.00284 -0.00958 -0.00337 0.00142 0.00122 -0.00001 -0.00030 -0.00008 0.00005 0.00003 -0.00000 -0.00001 -0.00000 0.00000 0.00000
CaTiO3CaCuO_SQ  7.329  0.5  0.17180 -0.04712 -0.03474 -0.00696 0.00132 0.00120 0.00027 -0.00003 -0.00004 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
CaTiO3CaCuO_SQ  7.963  0.5  0.11629 -0.36486 -0.09346 0.08549 0.04026 -0.01695 -0.01401 0.00235 0.00428 0.00007 -0.00118 -0.00022 0.00029 0.00011 -0.00006 -0.00004 0.00001 0.00001 -0.00000 -0.00000
CaTiO3CaCuO_SQ  7.443  0.5  0.10213 -0.37351 -0.15582 0.15684 0.12564 -0.04952 -0.08042 0.00457 0.04412 0.00954 -0.02093 -0.01077 0.00824 0.00798 -0.00223 -0.00486 -0.00013 0.00255 0.00076 -0.00115
CaTiO3CaCuO_SQ  6.535  0.5  0.09384 -0.14350 -0.06592 0.01858 0.02261 0.00165 -0.00544 -0.00200 0.00085 0.00077 -0.00000 -0.00020 -0.00006 0.00004 0.00003 -0.00000 -0.00001 -0.00000 0.00000 0.00000
CaTiO3CaCuO_SQ  7.605  0.5  -0.03942 -0.16503 0.01378 0.01864 -0.00265 -0.00204 0.00043 0.00022 -0.00006 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
CaTiO3CaCuO_SQ  7.216  0.5  0.16321 -0.14179 -0.10574 -0.00592 0.02673 0.01306 -0.00182 -0.00439 -0.00137 0.00063 0.00065 0.00010 -0.00014 -0.00009 0.00000 0.00002 0.00001 -0.00000 -0.00000 -0.00000
CaTiO3CaCuO_SQ  6.163  0.5  0.08268 -0.62639 -0.12154 0.29474 0.09813 -0.13342 -0.06579 0.05765 0.04001 -0.02342 -0.02284 0.00867 0.01243 -0.00269 -0.00651 0.00050 0.00329 0.00018 -0.00161 -0.00029
CaTiO3CaCuO_JT  6.610  0.5  0.26291 -0.55979 -0.35623 0.14034 0.23586 0.02333 -0.10974 -0.05560 0.03320 0.04132 -0.00026 -0.02096 -0.00824 0.00729 0.00707 -0.00086 -0.00391 -0.00113 0.00152 0.00118
CaTiO3CaCuO_JT  6.612  0.5  0.02174 -0.35580 -0.02710 0.14675 0.01873 -0.06015 -0.01085 0.02449 0.00576 -0.00990 -0.00290 0.00398 0.00141 -0.00158 -0.00067 0.00063 0.00031 -0.00024 -0.00014 0.00009
CaTiO3CaCuO_JT  7.762  0.5  -0.07260 -0.08356 0.01944 0.00518 -0.00265 -0.00011 0.00027 -0.00003 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000
CaTiO3CaCuO_JT  6.210  0.5  0.14816 -0.10851 -0.07127 -0.00420 0.01318 0.00580 -0.00056 -0.00141 -0.00041 0.00014 0.00014 0.00002 -0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CaTiO3CaCuO_JT  6.994  0.5  0.14666 -0.08761 -0.04055 -0.00071 0.00452 0.00130 -0.00018 -0.00020 -0.00003 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CaTiO3CaCuO_JT  7.803  0.5  0.41258 -0.40889 -0.42055 -0.05772 0.15601 0.11561 -0.00375 -0.05416 -0.02944 0.00745 0.01752 0.00672 -0.00402 -0.00533 -0.00126 0.00168 0.00153 0.00012 -0.00062 -0.00041
CaTiO3CaCuO_JT  6.836  0.5  -0.01587 -0.07398 0.00504 0.00766 -0.00089 -0.00078 0.00013 0.00008 -0.00002 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaCuO_JT  7.956  0.5  0.03083 -0.15607 -0.01732 0.02822 0.00535 -0.00494 -0.00137 0.00083 0.00032 -0.00013 -0.00007 0.00002 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CaTiO3CaCuO_JT  6.883  0.5  0.13784 -0.19029 -0.09786 0.02030 0.03293 0.00499 -0.00732 -0.00368 0.00081 0.00125 0.00018 -0.00028 -0.00014 0.00003 0.00005 0.00001 -0.00001 -0.00001 0.00000 0.00000
CaTiO3CaCuO_JT  6.990  0.5  0.13385 -0.16438 -0.06388 0.01386 0.01479 0.00112 -0.00237 -0.00078 0.00024 0.00020 0.00001 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000
CaTiO3CaCuO_JT  6.640  0.5  -0.09430 -0.22635 0.07279 0.04635 -0.02944 -0.00646 0.00935 -0.00019 -0.00250 0.00057 0.00056 -0.00027 -0.00010 0.00009 0.00001 -0.00003 0.00000 0.00001 -0.00000 -0.00000
CaTiO3CaCuO_JT  6.703  0.5  0.20753 -0.10560 -0.08435 -0.01480 0.01015 0.00711 0.00101 -0.00096 -0.00060 -0.00006 0.00009 0.00005 0.00000 -0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CaTiO3CaCuO_JT  7.199  0.5  -0.06031 -0.61833 0.07977 0.26729 -0.05829 -0.11350 0.03558 0.04727 -0.01983 -0.01925 0.01044 0.00764 -0.00528 -0.00293 0.00259 0.00108 -0.00124 -0.00037 0.00058 0.00011
CaTiO3CaCuO_JT  6.650  0.5  0.04741 -0.31046 -0.05975 0.12447 0.04129 -0.04770 -0.02365 0.01728 0.01226 -0.00579 -0.00596 0.00170 0.00275 -0.00037 -0.00122 0.00000 0.00052 0.00006 -0.00021 -0.00005
CaTiO3CaFeO3  7.030  0.5  0.35752 -0.36514 -0.32165 -0.02175 0.11276 0.06523 -0.01048 -0.03037 -0.01129 0.00599 0.00736 0.00141 -0.00212 -0.00161 0.00000 0.00062 0.00031 -0.00008 -0.00016 -0.00005
CaTiO3CaFeO3  6.055  0.5  0.02487 -0.70093 -0.04778 0.44723 0.05095 -0.28443 -0.04558 0.18029 0.03741 -0.11390 -0.02916 0.07170 0.02195 -0.04497 -0.01612 0.02810 0.01161 -0.01749 -0.00824 0.01084
