Molcode   Qmax   Concentration   Correlations 
CymeneDichlorobenzene12_R  7.656  0.5  -0.13400 -0.43742 0.16851 0.15030 -0.11179 -0.03815 0.05875 0.00208 -0.02637 0.00569 0.01018 -0.00505 -0.00322 0.00303 0.00066
CymeneDichlorobenzene12_R  7.399  0.5  -0.04768 -0.08256 0.01292 0.00642 -0.00187 -0.00041 0.00022 0.00002 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CymeneDichlorobenzene12_R  7.055  0.5  -0.14500 -0.50097 0.18758 0.18022 -0.12856 -0.04993 0.07017 0.00541 -0.03297 0.00560 0.01350 -0.00582 -0.00467 0.00376 0.00119
CymeneDichlorobenzene12_R  7.449  0.5  -0.12613 -0.37392 0.18707 0.13755 -0.14322 -0.02665 0.08433 -0.01305 -0.04040 0.01991 0.01496 -0.01534 -0.00297 0.00907 -0.00135
CymeneDichlorobenzene12_R  6.689  0.5  0.16627 -0.08735 -0.05072 -0.00441 0.00549 0.00236 0.00001 -0.00032 -0.00010 0.00001 0.00002 0.00000 -0.00000 -0.00000 -0.00000
CymeneDichlorobenzene12_R  7.357  0.5  0.27179 -0.58782 -0.42727 0.15469 0.32319 0.05475 -0.16666 -0.10793 0.04984 0.08651 0.00966 -0.04688 -0.02696 0.01556 0.02302
CymeneFluorobenzene  6.589  0.5  0.02595 -0.09664 -0.00799 0.00958 0.00135 -0.00092 -0.00019 0.00008 0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CymeneFluorobenzene  6.841  0.5  0.05087 -0.07648 -0.01546 0.00616 0.00246 -0.00034 -0.00031 -0.00000 0.00003 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CymeneFluorobenzene  6.781  0.5  0.01875 -0.10416 -0.00779 0.01413 0.00179 -0.00188 -0.00034 0.00025 0.00006 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000
CymeneFluorobenzene  7.734  0.5  -0.21074 -0.44966 0.20790 0.09962 -0.10374 -0.00507 0.03861 -0.00956 -0.01100 0.00666 0.00197 -0.00296 0.00017 0.00101 -0.00036
CymeneFluorobenzene  6.582  0.5  -0.18402 -0.33303 0.18565 0.06070 -0.09117 0.00895 0.03124 -0.01428 -0.00679 0.00775 -0.00015 -0.00287 0.00106 0.00071 -0.00065
CymeneFluorobenzene  7.623  0.5  0.23255 -0.25099 -0.20363 -0.00422 0.07257 0.03580 -0.00967 -0.01767 -0.00480 0.00420 0.00374 0.00023 -0.00126 -0.00068 0.00014
CymeneFluorobenzene  7.962  0.5  -0.00656 -0.24848 0.00505 0.06367 -0.00216 -0.01630 0.00077 0.00417 -0.00026 -0.00107 0.00008 0.00027 -0.00002 -0.00007 0.00001
CymeneFluorobenzene  7.921  0.5  0.18513 -0.17378 -0.19112 -0.03447 0.06818 0.05721 0.00280 -0.02495 -0.01637 0.00174 0.00867 0.00443 -0.00136 -0.00288 -0.00111
CymeneFluorobenzene  7.097  0.5  -0.00751 -0.15279 0.00339 0.02295 -0.00085 -0.00344 0.00018 0.00052 -0.00003 -0.00008 0.00001 0.00001 -0.00000 -0.00000 0.00000
CymeneFluorobenzene  7.211  0.5  -0.24763 -0.20924 0.14140 -0.00474 -0.03225 0.01373 0.00241 -0.00425 0.00108 0.00060 -0.00050 0.00005 0.00010 -0.00005 -0.00000
CymeneFluorobenzene  6.977  0.5  0.25814 -0.33203 -0.19905 0.02742 0.07002 0.01730 -0.01479 -0.01062 0.00058 0.00341 0.00107 -0.00064 -0.00056 -0.00001 0.00016
CymeneFluorobenzene  6.830  0.5  -0.30175 -0.66875 0.47784 0.18412 -0.36615 0.05403 0.19348 -0.11847 -0.06209 0.09812 -0.00690 -0.05523 0.02875 0.01999 -0.02601
CymeneFluorobenzene  7.176  0.5  0.26276 -0.16058 -0.15458 -0.03277 0.02687 0.02273 0.00390 -0.00441 -0.00332 -0.00043 0.00071 0.00048 0.00004 -0.00011 -0.00007
CymeneFluorobenzene  6.348  0.5  0.22928 -0.09785 -0.06035 -0.00768 0.00494 0.00256 0.00023 -0.00024 -0.00011 -0.00001 0.00001 0.00000 0.00000 -0.00000 -0.00000
CymeneFluorobenzene_R  7.484  0.5  0.10202 -0.04118 -0.02161 -0.00212 0.00151 0.00063 0.00003 -0.00005 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CymeneFluorobenzene_R  6.872  0.5  0.02701 -0.21035 -0.02285 0.05804 0.01068 -0.01570 -0.00416 0.00415 0.00148 -0.00107 -0.00050 0.00027 0.00016 -0.00006 -0.00005
CymeneFluorobenzene_R  7.476  0.5  0.05612 -0.39557 -0.08313 0.18631 0.06752 -0.08381 -0.04544 0.03560 0.02769 -0.01395 -0.01579 0.00478 0.00857 -0.00120 -0.00445
CymeneFluorobenzene_R  6.593  0.5  0.36429 -0.13084 -0.14154 -0.04237 0.00892 0.01335 0.00472 -0.00048 -0.00123 -0.00051 0.00001 0.00011 0.00005 0.00000 -0.00001
CymeneFluorobenzene_R  7.606  0.5  0.04234 -0.10986 -0.01629 0.01285 0.00340 -0.00136 -0.00058 0.00012 0.00009 -0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000
CymeneFluorobenzene_R  7.547  0.5  0.03197 -0.29411 -0.03666 0.11007 0.02322 -0.04040 -0.01228 0.01452 0.00592 -0.00509 -0.00270 0.00174 0.00118 -0.00057 -0.00050
CymeneFluorobenzene_R  7.692  0.5  -0.16566 -0.14166 0.09054 -0.00135 -0.02017 0.00781 0.00170 -0.00242 0.00051 0.00036 -0.00025 0.00001 0.00005 -0.00002 -0.00000
CymeneFluorobenzene_R  7.762  0.5  0.08277 -0.08001 -0.02616 0.00421 0.00398 0.00031 -0.00041 -0.00012 0.00002 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000
CymeneFluorobenzene_R  7.251  0.5  0.05923 -0.27148 -0.03537 0.05166 0.01159 -0.00941 -0.00315 0.00163 0.00077 -0.00026 -0.00018 0.00004 0.00004 -0.00000 -0.00001
CymeneFluorobenzene_R  6.515  0.5  -0.01845 -0.35193 0.01835 0.11621 -0.01013 -0.03823 0.00469 0.01253 -0.00199 -0.00409 0.00080 0.00133 -0.00031 -0.00043 0.00012
CymeneFluorobenzene_R  6.153  0.5  -0.14698 -0.07800 0.03503 -0.00110 -0.00327 0.00096 0.00009 -0.00012 0.00002 0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CymeneFluorobenzene_R  6.554  0.5  0.36853 -0.59200 -0.53671 0.05408 0.34270 0.15457 -0.11610 -0.15330 -0.01549 0.08108 0.05309 -0.01850 -0.04104 -0.01149 0.01772
CymeneFluorobenzene_R  6.081  0.5  0.19167 -0.18615 -0.12679 0.00031 0.03482 0.01382 -0.00401 -0.00538 -0.00105 0.00105 0.00071 -0.00001 -0.00020 -0.00008 0.00002
CymeneFluorobenzene_R  7.710  0.5  0.19772 -0.17338 -0.09338 0.00333 0.01895 0.00543 -0.00189 -0.00165 -0.00016 0.00026 0.00012 -0.00001 -0.00003 -0.00001 0.00000
CymeneHydroxyquinoline  7.332  0.5  0.33051 -0.44869 -0.42944 0.00053 0.23131 0.12944 -0.05184 -0.09870 -0.02747 0.03769 0.03592 -0.00013 -0.01940 -0.01081 0.00437
CymeneHydroxyquinoline  7.784  0.5  0.21147 -0.37155 -0.24339 0.06421 0.13276 0.02568 -0.04779 -0.03064 0.00853 0.01689 0.00311 -0.00615 -0.00386 0.00113 0.00215
CymeneHydroxyquinoline  6.250  0.5  -0.12215 -0.46728 0.17210 0.18707 -0.12914 -0.06041 0.07767 0.01086 -0.04058 0.00445 0.01877 -0.00669 -0.00757 0.00509 0.00248
CymeneHydroxyquinoline  6.606  0.5  0.19864 -0.30954 -0.22744 0.03708 0.11853 0.03637 -0.03688 -0.03279 0.00187 0.01554 0.00611 -0.00423 -0.00463 -0.00017 0.00200
CymeneHydroxyquinoline  6.464  0.5  0.15602 -0.08970 -0.06483 -0.00841 0.00900 0.00513 0.00030 -0.00085 -0.00039 0.00001 0.00008 0.00003 -0.00000 -0.00001 -0.00000
CymeneHydroxyquinoline  7.972  0.5  0.12018 -0.25660 -0.11414 0.05572 0.05503 -0.00351 -0.01990 -0.00444 0.00557 0.00311 -0.00103 -0.00136 -0.00003 0.00046 0.00014
CymeneHydroxyquinoline  6.675  0.5  -0.02565 -0.44285 0.03398 0.19421 -0.02496 -0.08466 0.01537 0.03667 -0.00867 -0.01578 0.00464 0.00675 -0.00240 -0.00286 0.00121
CymeneHydroxyquinoline  6.784  0.5  0.12155 -0.20471 -0.12117 0.03269 0.05776 0.00891 -0.01852 -0.01017 0.00325 0.00503 0.00063 -0.00167 -0.00085 0.00032 0.00044
CymeneHydroxyquinoline  7.995  0.5  0.19707 -0.31812 -0.17732 0.04667 0.07647 0.01065 -0.02231 -0.01136 0.00365 0.00513 0.00054 -0.00156 -0.00072 0.00028 0.00034
CymeneHydroxyquinoline  6.852  0.5  0.10903 -0.05585 -0.02520 -0.00095 0.00225 0.00068 -0.00005 -0.00008 -0.00002 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CymeneHydroxyquinoline  6.038  0.5  0.18878 -0.08975 -0.04305 -0.00260 0.00361 0.00123 -0.00003 -0.00013 -0.00003 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
CymeneHydroxyquinoline  6.701  0.5  0.02898 -0.18053 -0.01985 0.04008 0.00749 -0.00868 -0.00236 0.00182 0.00068 -0.00037 -0.00018 0.00007 0.00005 -0.00001 -0.00001
CymeneHydroxyquinoline  6.102  0.5  0.06582 -0.22819 -0.03591 0.03859 0.01067 -0.00605 -0.00261 0.00085 0.00057 -0.00010 -0.00012 0.00001 0.00002 0.00000 -0.00000
CymeneHydroxyquinoline  6.296  0.5  -0.02477 -0.49327 0.03285 0.21697 -0.02417 -0.09500 0.01492 0.04141 -0.00844 -0.01796 0.00454 0.00775 -0.00235 -0.00333 0.00119
CymeneHydroxyquinoline_R  6.093  0.5  -0.05356 -0.37887 0.09590 0.21362 -0.09390 -0.11378 0.07597 0.05625 -0.05547 -0.02481 0.03778 0.00872 -0.02436 -0.00121 0.01497
CymeneHydroxyquinoline_R  7.934  0.5  0.13124 -0.25145 -0.08064 0.03843 0.02559 -0.00313 -0.00625 -0.00060 0.00124 0.00039 -0.00019 -0.00012 0.00002 0.00003 0.00000
CymeneHydroxyquinoline_R  7.175  0.5  -0.17142 -0.09992 0.05076 -0.00207 -0.00584 0.00196 0.00017 -0.00030 0.00006 0.00002 -0.00001 0.00000 0.00000 -0.00000 0.00000
CymeneHydroxyquinoline_R  7.159  0.5  0.10761 -0.27151 -0.07917 0.05482 0.03076 -0.00827 -0.00948 0.00033 0.00250 0.00039 -0.00057 -0.00021 0.00011 0.00007 -0.00001
CymeneHydroxyquinoline_R  7.212  0.5  -0.07777 -0.28114 0.04608 0.05164 -0.01487 -0.00879 0.00395 0.00134 -0.00094 -0.00017 0.00021 0.00001 -0.00004 0.00000 0.00001
CymeneHydroxyquinoline_R  7.713  0.5  -0.16310 -0.17994 0.09780 0.01025 -0.02646 0.00630 0.00417 -0.00286 -0.00004 0.00069 -0.00022 -0.00009 0.00008 -0.00001 -0.00002
CymeneHydroxyquinoline_R  7.560  0.5  -0.05295 -0.88057 0.09757 0.53532 -0.09960 -0.32246 0.08515 0.19239 -0.06665 -0.11361 0.04944 0.06635 -0.03535 -0.03827 0.02460
CymeneHydroxyquinoline_R  7.261  0.5  0.24325 -0.19891 -0.11589 -0.00022 0.02282 0.00783 -0.00184 -0.00217 -0.00038 0.00030 0.00018 0.00000 -0.00003 -0.00001 0.00000
CymeneHydroxyquinoline_R  6.695  0.5  0.05525 -0.38066 -0.09773 0.21150 0.09446 -0.11069 -0.07539 0.05352 0.05426 -0.02286 -0.03639 0.00752 0.02308 -0.00059 -0.01393
CymeneHydroxyquinoline_R  6.754  0.5  -0.17554 -0.14374 0.09604 -0.00366 -0.02085 0.00888 0.00141 -0.00260 0.00067 0.00034 -0.00029 0.00003 0.00005 -0.00003 -0.00000
CymeneHydroxyquinoline_R  7.603  0.5  0.14979 -0.13715 -0.05633 0.00594 0.00973 0.00157 -0.00103 -0.00049 0.00003 0.00008 0.00002 -0.00001 -0.00000 0.00000 0.00000
CymeneHydroxyquinoline_R  6.907  0.5  -0.18684 -0.48765 0.23915 0.14895 -0.15673 -0.01919 0.07807 -0.01572 -0.03094 0.01695 0.00889 -0.01058 -0.00076 0.00510 -0.00125
CymeneHydroxyquinoline_R  6.276  0.5  -0.09898 -0.12364 0.03926 0.01012 -0.00775 0.00008 0.00111 -0.00024 -0.00011 0.00006 0.00001 -0.00001 0.00000 0.00000 -0.00000
CymeneHydroxyquinoline_R  6.785  0.5  0.03236 -0.18959 -0.02120 0.04018 0.00765 -0.00828 -0.00230 0.00165 0.00063 -0.00032 -0.00016 0.00006 0.00004 -0.00001 -0.00001
CymeneNapthalene  7.081  0.5  0.09257 -0.41274 -0.07822 0.10861 0.03603 -0.02665 -0.01367 0.00593 0.00466 -0.00112 -0.00148 0.00014 0.00044 0.00002 -0.00012
CymeneNapthalene  7.907  0.5  0.19096 -0.41913 -0.27027 0.11119 0.18731 0.01732 -0.09159 -0.04621 0.02950 0.03628 -0.00084 -0.01944 -0.00743 0.00722 0.00684
CymeneNapthalene  7.352  0.5  0.33108 -0.39690 -0.45768 -0.05898 0.23715 0.18988 -0.01917 -0.12679 -0.07099 0.03012 0.06235 0.02245 -0.02292 -0.02844 -0.00471
CymeneNapthalene  6.578  0.5  0.13283 -0.44411 -0.14225 0.13526 0.08115 -0.03329 -0.03712 0.00460 0.01475 0.00138 -0.00519 -0.00160 0.00160 0.00093 -0.00040
CymeneNapthalene  7.001  0.5  0.08328 -0.15363 -0.03645 0.01802 0.00838 -0.00148 -0.00152 -0.00001 0.00023 0.00004 -0.00003 -0.00001 0.00000 0.00000 -0.00000
CymeneNapthalene  7.404  0.5  0.24359 -0.64707 -0.34438 0.21273 0.24797 -0.02408 -0.13462 -0.03353 0.05723 0.03657 -0.01673 -0.02434 0.00025 0.01249 0.00412
CymeneNapthalene  6.912  0.5  -0.06529 -0.10755 0.01708 0.00799 -0.00238 -0.00048 0.00027 0.00002 -0.00003 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CymeneNapthalene  7.038  0.5  0.02026 -0.26458 -0.01601 0.06920 0.00701 -0.01798 -0.00258 0.00464 0.00087 -0.00119 -0.00028 0.00030 0.00009 -0.00008 -0.00003
CymeneNapthalene  7.280  0.5  0.02533 -0.53260 -0.02794 0.19507 0.01710 -0.07121 -0.00879 0.02590 0.00414 -0.00939 -0.00185 0.00339 0.00080 -0.00122 -0.00034
CymeneNapthalene  7.206  0.5  0.20697 -0.36052 -0.19005 0.06066 0.08515 0.00737 -0.02673 -0.01136 0.00540 0.00568 0.00003 -0.00194 -0.00065 0.00045 0.00037
CymeneNapthalene  6.973  0.5  -0.05545 -0.16958 0.04637 0.04079 -0.02072 -0.00810 0.00745 0.00101 -0.00234 0.00012 0.00065 -0.00015 -0.00016 0.00007 0.00003
CymeneNapthalene  6.530  0.5  0.10910 -0.09031 -0.05306 -0.00005 0.01068 0.00368 -0.00088 -0.00105 -0.00018 0.00015 0.00009 0.00000 -0.00002 -0.00001 0.00000
CymeneNapthalene  6.101  0.5  -0.01800 -0.15917 0.01391 0.04039 -0.00595 -0.01011 0.00213 0.00249 -0.00070 -0.00060 0.00022 0.00014 -0.00006 -0.00003 0.00002
CymeneNapthalene  7.320  0.5  0.47382 -0.49685 -0.63791 -0.14247 0.29076 0.29078 0.02559 -0.16009 -0.12775 0.00856 0.08420 0.05371 -0.01394 -0.04264 -0.02132
CymeneNapthalene_R  6.045  0.5  -0.00630 -0.20217 0.00470 0.05022 -0.00195 -0.01246 0.00068 0.00309 -0.00022 -0.00077 0.00007 0.00019 -0.00002 -0.00005 0.00001
CymeneNapthalene_R  7.099  0.5  -0.08694 -0.08630 0.03117 0.00478 -0.00531 0.00054 0.00060 -0.00021 -0.00004 0.00004 -0.00000 -0.00000 0.00000 0.00000 -0.00000
CymeneNapthalene_R  6.345  0.5  0.20812 -0.48798 -0.29098 0.14079 0.20254 0.00412 -0.10245 -0.04077 0.03722 0.03498 -0.00592 -0.02019 -0.00458 0.00864 0.00561
CymeneNapthalene_R  7.156  0.5  0.15320 -0.38460 -0.13698 0.08987 0.06396 -0.01364 -0.02334 -0.00107 0.00712 0.00198 -0.00179 -0.00104 0.00033 0.00040 -0.00001
CymeneNapthalene_R  7.466  0.5  0.15679 -0.10569 -0.07416 -0.00699 0.01275 0.00646 -0.00013 -0.00140 -0.00052 0.00009 0.00014 0.00004 -0.00002 -0.00001 -0.00000
CymeneNapthalene_R  7.695  0.5  0.08502 -0.34955 -0.11659 0.13987 0.08571 -0.04743 -0.05090 0.01131 0.02655 0.00045 -0.01246 -0.00293 0.00525 0.00254 -0.00193
CymeneNapthalene_R  7.698  0.5  -0.04357 -0.10214 0.01624 0.01136 -0.00326 -0.00111 0.00053 0.00009 -0.00008 -0.00000 0.00001 -0.00000 -0.00000 0.00000 0.00000
CymeneNapthalene_R  6.249  0.5  0.06224 -0.32824 -0.04572 0.07708 0.01844 -0.01739 -0.00617 0.00374 0.00187 -0.00075 -0.00053 0.00014 0.00014 -0.00002 -0.00004
CymeneNapthalene_R  6.456  0.5  0.07611 -0.06133 -0.01939 0.00220 0.00232 0.00024 -0.00018 -0.00006 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
CymeneNapthalene_R  7.523  0.5  -0.26752 -0.40520 0.40128 0.01410 -0.25465 0.14029 0.07431 -0.12961 0.03018 0.06193 -0.05476 -0.00600 0.03713 -0.01803 -0.01225
CymeneNapthalene_R  7.343  0.5  0.15730 -0.20214 -0.07345 0.01819 0.01687 0.00071 -0.00276 -0.00075 0.00031 0.00020 -0.00001 -0.00004 -0.00001 0.00000 0.00000
CymeneNapthalene_R  7.653  0.5  0.11057 -0.40692 -0.10571 0.11559 0.05443 -0.02867 -0.02276 0.00553 0.00842 -0.00038 -0.00283 -0.00036 0.00087 0.00027 -0.00024
CymeneNapthalene_R  6.847  0.5  0.03082 -0.07670 -0.01198 0.00898 0.00252 -0.00094 -0.00043 0.00008 0.00007 -0.00000 -0.00001 -0.00000 0.00000 0.00000 -0.00000
CymeneNapthalene_R  7.443  0.5  -0.08264 -0.09850 0.03158 0.00750 -0.00597 0.00015 0.00081 -0.00019 -0.00008 0.00004 0.00000 -0.00001 0.00000 0.00000 -0.00000
CymeneToluene  7.902  0.5  -0.10453 -0.09543 0.04392 0.00360 -0.00829 0.00171 0.00090 -0.00053 -0.00000 0.00009 -0.00002 -0.00001 0.00001 -0.00000 -0.00000
CymeneToluene  6.046  0.5  -0.04517 -0.13732 0.01333 0.01284 -0.00215 -0.00114 0.00029 0.00010 -0.00003 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
CymeneToluene  7.400  0.5  -0.43519 -0.55488 0.56608 -0.02878 -0.29402 0.18908 0.05009 -0.13339 0.05109 0.04317 -0.05351 0.00782 0.02479 -0.01890 -0.00248
CymeneToluene  7.567  0.5  0.12215 -0.09207 -0.04135 0.00152 0.00606 0.00141 -0.00045 -0.00031 -0.00002 0.00004 0.00001 -0.00000 -0.00000 -0.00000 0.00000
CymeneToluene  7.167  0.5  -0.06456 -0.13019 0.02574 0.01470 -0.00546 -0.00133 0.00093 0.00006 -0.00014 0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000
CymeneToluene  6.823  0.5  -0.14239 -0.33312 0.13973 0.07939 -0.07046 -0.00891 0.02715 -0.00418 -0.00841 0.00373 0.00195 -0.00184 -0.00019 0.00070 -0.00012
CymeneToluene  6.414  0.5  0.23860 -0.11438 -0.07231 -0.00866 0.00715 0.00365 0.00024 -0.00043 -0.00018 -0.00000 0.00002 0.00001 -0.00000 -0.00000 -0.00000
CymeneToluene  7.003  0.5  0.01106 -0.19470 -0.00664 0.03887 0.00222 -0.00774 -0.00062 0.00154 0.00016 -0.00030 -0.00004 0.00006 0.00001 -0.00001 -0.00000
CymeneToluene  7.805  0.5  -0.11407 -0.28047 0.15838 0.08499 -0.11061 -0.00328 0.05712 -0.01885 -0.02212 0.01747 0.00492 -0.01060 0.00132 0.00489 -0.00242
CymeneToluene  6.391  0.5  0.19309 -0.05980 -0.03964 -0.00673 0.00192 0.00133 0.00023 -0.00006 -0.00004 -0.00001 0.00000 0.00000 0.00000 -0.00000 -0.00000
CymeneToluene  6.535  0.5  0.08806 -0.10449 -0.03842 0.00820 0.00815 0.00054 -0.00121 -0.00037 0.00011 0.00009 0.00000 -0.00001 -0.00000 0.00000 0.00000
CymeneToluene  7.057  0.5  0.07039 -0.07035 -0.01810 0.00371 0.00231 0.00003 -0.00021 -0.00004 0.00001 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000
CymeneToluene  6.612  0.5  -0.05354 -0.20688 0.03670 0.04391 -0.01369 -0.00863 0.00420 0.00152 -0.00116 -0.00022 0.00030 0.00002 -0.00007 0.00000 0.00002
CymeneToluene  7.273  0.5  0.03320 -0.20540 -0.03345 0.06617 0.01851 -0.02048 -0.00850 0.00604 0.00354 -0.00167 -0.00138 0.00042 0.00051 -0.00009 -0.00018
CymeneToluene_R  7.187  0.5  0.01825 -0.14533 -0.00568 0.01495 0.00098 -0.00153 -0.00014 0.00015 0.00002 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000
CymeneToluene_R  6.046  0.5  0.17446 -0.51865 -0.32275 0.21892 0.30294 -0.02619 -0.21314 -0.06713 0.11598 0.09099 -0.04148 -0.07737 -0.00297 0.05060 0.02208
CymeneToluene_R  6.705  0.5  -0.18576 -0.47111 0.21820 0.13348 -0.13153 -0.01711 0.06045 -0.01076 -0.02225 0.01114 0.00606 -0.00649 -0.00062 0.00292 -0.00061
CymeneToluene_R  6.980  0.5  0.05216 -0.16846 -0.04015 0.03832 0.01662 -0.00754 -0.00558 0.00112 0.00165 -0.00004 -0.00044 -0.00006 0.00011 0.00003 -0.00002
CymeneToluene_R  7.769  0.5  -0.10231 -0.06867 0.02509 0.00121 -0.00272 0.00048 0.00016 -0.00008 0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
CymeneToluene_R  6.355  0.5  -0.09134 -0.17046 0.04694 0.02265 -0.01257 -0.00188 0.00262 -0.00012 -0.00045 0.00010 0.00006 -0.00003 -0.00001 0.00001 -0.00000
CymeneToluene_R  7.628  0.5  -0.04094 -0.52198 0.05153 0.21637 -0.03591 -0.08874 0.02095 0.03598 -0.01118 -0.01441 0.00566 0.00570 -0.00276 -0.00222 0.00131
CymeneToluene_R  6.672  0.5  0.25734 -0.44413 -0.26159 0.07447 0.12767 0.01824 -0.04229 -0.02251 0.00797 0.01156 0.00118 -0.00400 -0.00192 0.00083 0.00104
CymeneToluene_R  7.678  0.5  -0.14414 -0.68787 0.21785 0.31113 -0.17765 -0.12427 0.11792 0.03986 -0.06941 -0.00621 0.03726 -0.00454 -0.01837 0.00617 0.00823
CymeneToluene_R  7.652  0.5  0.30480 -0.33012 -0.30213 -0.01926 0.11750 0.06985 -0.01294 -0.03630 -0.01360 0.00819 0.01004 0.00182 -0.00329 -0.00249 0.00008
CymeneToluene_R  6.071  0.5  0.02593 -0.12111 -0.01248 0.01877 0.00331 -0.00281 -0.00073 0.00041 0.00015 -0.00006 -0.00003 0.00001 0.00000 -0.00000 -0.00000
CymeneToluene_R  6.189  0.5  -0.05667 -0.06486 0.01554 0.00406 -0.00216 -0.00007 0.00023 -0.00003 -0.00002 0.00001 0.00000 -0.00000 0.00000 0.00000 -0.00000
CymeneToluene_R  7.153  0.5  0.05024 -0.16627 -0.04243 0.04126 0.01924 -0.00878 -0.00707 0.00137 0.00228 -0.00002 -0.00067 -0.00011 0.00018 0.00006 -0.00004
CymeneToluene_R  6.099  0.5  0.08031 -0.17109 -0.05674 0.03076 0.02081 -0.00326 -0.00592 -0.00045 0.00139 0.00041 -0.00026 -0.00016 0.00003 0.00005 0.00000
Cymene_RDichlorobenzene12  7.036  0.5  0.27912 -0.34746 -0.27022 0.01209 0.11196 0.04691 -0.02243 -0.02882 -0.00447 0.00928 0.00604 -0.00087 -0.00278 -0.00094 0.00066
Cymene_RDichlorobenzene12  6.965  0.5  0.03153 -0.17163 -0.01833 0.03225 0.00587 -0.00589 -0.00156 0.00104 0.00038 -0.00018 -0.00009 0.00003 0.00002 -0.00000 -0.00000
Cymene_RDichlorobenzene12  6.502  0.5  0.13776 -0.13834 -0.06550 0.00688 0.01418 0.00280 -0.00183 -0.00105 0.00004 0.00021 0.00005 -0.00002 -0.00002 -0.00000 0.00000
Cymene_RDichlorobenzene12  6.514  0.5  -0.00178 -0.06050 0.00053 0.00595 -0.00009 -0.00058 0.00001 0.00006 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000
Cymene_RDichlorobenzene12  6.442  0.5  0.36725 -0.35647 -0.30961 -0.02396 0.10043 0.05839 -0.00752 -0.02490 -0.00960 0.00428 0.00560 0.00122 -0.00143 -0.00115 -0.00005
Cymene_RDichlorobenzene12  6.027  0.5  0.06506 -0.12914 -0.02556 0.01433 0.00534 -0.00127 -0.00089 0.00006 0.00013 0.00001 -0.00002 -0.00000 0.00000 0.00000 -0.00000
Cymene_RDichlorobenzene12  7.599  0.5  -0.04067 -0.61519 0.06038 0.30138 -0.04966 -0.14633 0.03421 0.07039 -0.02158 -0.03352 0.01290 0.01580 -0.00743 -0.00735 0.00417
Cymene_RDichlorobenzene12  7.877  0.5  0.03708 -0.18764 -0.01776 0.02908 0.00469 -0.00439 -0.00103 0.00064 0.00021 -0.00009 -0.00004 0.00001 0.00001 -0.00000 -0.00000
Cymene_RDichlorobenzene12  6.548  0.5  -0.26487 -0.35399 0.24101 0.02815 -0.09830 0.03033 0.02288 -0.02033 0.00014 0.00726 -0.00304 -0.00136 0.00165 -0.00019 -0.00052
Cymene_RDichlorobenzene12  7.034  0.5  0.03997 -0.31862 -0.04232 0.10954 0.02471 -0.03676 -0.01203 0.01201 0.00534 -0.00380 -0.00223 0.00115 0.00090 -0.00033 -0.00035
Cymene_RDichlorobenzene12  6.611  0.5  0.04994 -0.49712 -0.06963 0.22598 0.05360 -0.10068 -0.03444 0.04387 0.02019 -0.01864 -0.01117 0.00767 0.00594 -0.00304 -0.00306
Cymene_RDichlorobenzene12  6.037  0.5  -0.16512 -0.30214 0.14081 0.05313 -0.05977 0.00098 0.01843 -0.00574 -0.00408 0.00300 0.00039 -0.00106 0.00019 0.00028 -0.00014
Cymene_RDichlorobenzene12  6.779  0.5  0.09548 -0.20996 -0.07137 0.04003 0.02771 -0.00454 -0.00834 -0.00063 0.00208 0.00062 -0.00041 -0.00026 0.00005 0.00008 0.00000
Cymene_RDichlorobenzene12  6.433  0.5  -0.00044 -0.19681 0.00037 0.05625 -0.00018 -0.01608 0.00007 0.00459 -0.00003 -0.00131 0.00001 0.00038 -0.00000 -0.00011 0.00000
Cymene_RDichlorobenzene12_R  7.257  0.5  0.14423 -0.41955 -0.22210 0.15604 0.17555 -0.02646 -0.10584 -0.02136 0.05114 0.02916 -0.01831 -0.02231 0.00253 0.01317 0.00308
Cymene_RDichlorobenzene12_R  7.317  0.5  0.20960 -0.11583 -0.12659 -0.03443 0.01928 0.02093 0.00566 -0.00321 -0.00346 -0.00093 0.00053 0.00057 0.00015 -0.00009 -0.00009
Cymene_RDichlorobenzene12_R  6.068  0.5  0.11494 -0.12188 -0.03436 0.00732 0.00509 0.00010 -0.00054 -0.00011 0.00004 0.00002 -0.00000 -0.00000 -0.00000 0.00000 0.00000
